,co,no,no2,o3,so2,pm2_5,pm10,nh3,date_period,date_day,date_month,date_year,name_month,date_hour
18198,277.04,0.65,2.08,0.54,0.45,1.7,2.0,1.3,2023-02-07 06:00:00,7,2,2023,February,6
18199,303.75,3.16,2.72,0.41,0.71,2.08,2.48,1.55,2023-02-07 07:00:00,7,2,2023,February,7
18200,353.81,7.15,4.28,4.38,0.8,2.58,3.11,1.14,2023-02-07 08:00:00,7,2,2023,February,8
18201,373.84,4.86,8.74,27.18,0.75,3.08,3.65,0.86,2023-02-07 09:00:00,7,2,2023,February,9
18202,333.79,0.33,1.84,28.61,0.31,1.56,1.71,0.43,2023-02-07 10:00:00,7,2,2023,February,10
18203,337.12,0.16,1.37,30.4,0.29,1.41,1.53,0.43,2023-02-07 11:00:00,7,2,2023,February,11
18204,340.46,0.09,1.61,31.11,0.33,1.37,1.5,0.46,2023-02-07 12:00:00,7,2,2023,February,12
18205,340.46,0.04,1.93,26.82,0.33,1.31,1.43,0.49,2023-02-07 13:00:00,7,2,2023,February,13
18206,340.46,0.06,2.33,23.6,0.35,1.36,1.49,0.52,2023-02-07 14:00:00,7,2,2023,February,14
18207,343.8,0.08,2.74,21.46,0.38,1.43,1.55,0.55,2023-02-07 15:00:00,7,2,2023,February,15
18208,343.8,0.08,2.96,20.21,0.38,1.46,1.58,0.55,2023-02-07 16:00:00,7,2,2023,February,16
18209,350.48,0.03,3.77,18.06,0.41,1.51,1.63,0.55,2023-02-07 17:00:00,7,2,2023,February,17
18210,347.14,0.01,3.94,14.66,0.4,1.35,1.47,0.49,2023-02-07 18:00:00,7,2,2023,February,18
18211,347.14,0.08,4.93,7.96,0.44,1.21,1.39,0.51,2023-02-07 19:00:00,7,2,2023,February,19
18212,350.48,0.31,5.74,3.35,0.52,1.37,1.68,0.54,2023-02-07 20:00:00,7,2,2023,February,20
18213,347.14,0.57,5.74,1.61,0.54,1.54,1.93,0.52,2023-02-07 21:00:00,7,2,2023,February,21
18214,337.12,0.76,4.93,0.94,0.52,1.6,2.03,0.51,2023-02-07 22:00:00,7,2,2023,February,22
18215,327.11,0.94,4.03,0.6,0.48,1.5,1.91,0.51,2023-02-07 23:00:00,7,2,2023,February,23
18216,313.76,0.83,3.38,0.5,0.39,1.36,1.69,0.49,2023-02-08 00:00:00,8,2,2023,February,0
18217,303.75,0.95,2.87,0.32,0.29,1.35,1.66,0.49,2023-02-08 01:00:00,8,2,2023,February,1
18218,290.39,1.15,2.25,0.14,0.26,1.43,1.76,0.59,2023-02-08 02:00:00,8,2,2023,February,2
18219,280.38,1.13,1.69,0.1,0.28,1.47,1.84,0.78,2023-02-08 03:00:00,8,2,2023,February,3
18220,270.37,1.13,1.32,0.08,0.31,1.49,1.88,1.03,2023-02-08 04:00:00,8,2,2023,February,4
18221,263.69,1.37,1.1,0.05,0.33,1.53,1.94,1.09,2023-02-08 05:00:00,8,2,2023,February,5
18222,263.69,2.12,1.08,0.04,0.37,1.63,2.07,1.04,2023-02-08 06:00:00,8,2,2023,February,6
18223,290.39,4.19,1.63,0.32,0.55,1.91,2.37,0.93,2023-02-08 07:00:00,8,2,2023,February,7
18224,347.14,7.6,4.33,4.78,0.72,2.39,2.97,0.82,2023-02-08 08:00:00,8,2,2023,February,8
18225,387.19,4.75,10.11,33.97,0.8,3.18,3.84,0.8,2023-02-08 09:00:00,8,2,2023,February,9
18226,347.14,0.35,2.31,32.19,0.38,1.47,1.66,0.36,2023-02-08 10:00:00,8,2,2023,February,10
18227,343.8,0.15,1.07,22.89,0.25,0.74,0.86,0.31,2023-02-08 11:00:00,8,2,2023,February,11
18228,333.79,0.1,0.76,15.74,0.18,0.5,0.6,0.29,2023-02-08 12:00:00,8,2,2023,February,12
18229,317.1,0.08,0.64,14.31,0.14,0.5,0.56,0.27,2023-02-08 13:00:00,8,2,2023,February,13
18230,297.07,0.1,0.58,16.45,0.12,0.5,0.55,0.25,2023-02-08 14:00:00,8,2,2023,February,14
18231,287.06,0.1,0.52,18.24,0.11,0.5,0.54,0.25,2023-02-08 15:00:00,8,2,2023,February,15
18232,283.72,0.12,0.58,19.49,0.1,0.5,0.54,0.27,2023-02-08 16:00:00,8,2,2023,February,16
18233,287.06,0.16,0.89,20.38,0.12,0.5,0.54,0.31,2023-02-08 17:00:00,8,2,2023,February,17
18234,290.39,0.15,1.32,19.85,0.15,0.5,0.55,0.36,2023-02-08 18:00:00,8,2,2023,February,18
18235,343.8,0.88,8.14,7.78,0.53,0.93,1.2,0.96,2023-02-08 19:00:00,8,2,2023,February,19
18236,400.54,4.3,10.11,0.4,0.84,1.71,2.31,1.36,2023-02-08 20:00:00,8,2,2023,February,20
18237,413.89,7.26,8.14,0.07,0.89,2.18,3.04,1.3,2023-02-08 21:00:00,8,2,2023,February,21
18238,407.22,8.49,6.6,0.04,0.88,2.44,3.47,1.12,2023-02-08 22:00:00,8,2,2023,February,22
18239,393.87,9.05,5.06,0.03,0.71,2.5,3.55,0.79,2023-02-08 23:00:00,8,2,2023,February,23
18240,370.5,7.82,3.94,0.06,0.44,2.21,3.04,0.56,2023-02-09 00:00:00,9,2,2023,February,0
18241,320.43,3.49,3.38,0.17,0.31,1.51,2.02,0.47,2023-02-09 01:00:00,9,2,2023,February,1
18242,290.39,1.45,2.78,0.37,0.27,1.13,1.49,0.43,2023-02-09 02:00:00,9,2,2023,February,2
18243,273.7,0.5,2.21,0.8,0.27,0.93,1.19,0.41,2023-02-09 03:00:00,9,2,2023,February,3
18244,267.03,0.11,1.67,1.59,0.27,0.83,1.02,0.4,2023-02-09 04:00:00,9,2,2023,February,4
18245,263.69,0.12,1.5,1.61,0.27,0.87,1.04,0.46,2023-02-09 05:00:00,9,2,2023,February,5
18246,263.69,0.35,1.8,1.2,0.31,0.99,1.18,0.55,2023-02-09 06:00:00,9,2,2023,February,6
18247,287.06,1.98,2.66,0.72,0.47,1.3,1.58,0.6,2023-02-09 07:00:00,9,2,2023,February,7
18248,327.11,4.75,4.03,5.19,0.6,1.68,2.04,0.59,2023-02-09 08:00:00,9,2,2023,February,8
18249,333.79,2.77,6.17,27.18,0.6,1.88,2.24,0.63,2023-02-09 09:00:00,9,2,2023,February,9
18250,313.76,0.29,1.88,28.25,0.28,0.96,1.1,0.47,2023-02-09 10:00:00,9,2,2023,February,10
18251,317.1,0.16,1.48,30.4,0.28,0.81,0.94,0.47,2023-02-09 11:00:00,9,2,2023,February,11
18252,317.1,0.12,1.39,32.54,0.31,0.75,0.88,0.47,2023-02-09 12:00:00,9,2,2023,February,12
18253,313.76,0.1,1.04,31.11,0.25,0.58,0.71,0.39,2023-02-09 13:00:00,9,2,2023,February,13
18254,313.76,0.12,0.84,32.19,0.21,0.57,0.74,0.36,2023-02-09 14:00:00,9,2,2023,February,14
18255,313.76,0.13,0.71,32.19,0.18,0.61,0.81,0.37,2023-02-09 15:00:00,9,2,2023,February,15
18256,313.76,0.15,0.74,31.47,0.17,0.71,0.93,0.39,2023-02-09 16:00:00,9,2,2023,February,16
18257,317.1,0.19,1.03,30.04,0.17,0.81,1.06,0.43,2023-02-09 17:00:00,9,2,2023,February,17
18258,320.43,0.16,1.39,26.82,0.18,0.87,1.14,0.47,2023-02-09 18:00:00,9,2,2023,February,18
18259,333.79,0.06,3.77,17.52,0.37,1.15,1.53,0.71,2023-02-09 19:00:00,9,2,2023,February,19
18260,350.48,0.07,5.44,9.75,0.58,1.59,2.12,1.0,2023-02-09 20:00:00,9,2,2023,February,20
18261,353.81,0.13,5.44,6.71,0.66,1.91,2.54,1.09,2023-02-09 21:00:00,9,2,2023,February,21
18262,347.14,0.16,4.97,5.5,0.65,2.13,2.78,0.98,2023-02-09 22:00:00,9,2,2023,February,22
18263,340.46,0.2,5.14,4.43,0.6,2.27,2.91,0.84,2023-02-09 23:00:00,9,2,2023,February,23
18264,337.12,0.16,5.57,3.62,0.51,2.34,2.94,0.7,2023-02-10 00:00:00,10,2,2023,February,0
18265,330.45,0.26,5.48,2.37,0.35,2.39,2.94,0.53,2023-02-10 01:00:00,10,2,2023,February,1
18266,320.43,0.37,4.71,1.15,0.29,2.48,3.04,0.59,2023-02-10 02:00:00,10,2,2023,February,2
18267,313.76,0.47,3.98,0.61,0.36,2.68,3.28,0.93,2023-02-10 03:00:00,10,2,2023,February,3
18268,303.75,0.59,3.6,0.44,0.51,2.88,3.54,1.71,2023-02-10 04:00:00,10,2,2023,February,4
18269,297.07,0.8,3.34,0.39,0.58,2.98,3.65,2.06,2023-02-10 05:00:00,10,2,2023,February,5
18270,293.73,1.41,3.34,0.35,0.61,3.05,3.68,2.06,2023-02-10 06:00:00,10,2,2023,February,6
18271,320.43,3.35,4.07,0.44,0.75,3.17,3.76,1.73,2023-02-10 07:00:00,10,2,2023,February,7
18272,373.84,7.38,5.44,3.98,0.83,3.45,4.16,1.22,2023-02-10 08:00:00,10,2,2023,February,8
18273,393.87,5.25,9.77,25.75,0.8,3.8,4.53,1.04,2023-02-10 09:00:00,10,2,2023,February,9
18274,323.77,0.31,2.74,31.11,0.41,2.01,2.31,0.59,2023-02-10 10:00:00,10,2,2023,February,10
18275,320.43,0.21,1.56,32.54,0.34,1.64,1.89,0.56,2023-02-10 11:00:00,10,2,2023,February,11
18276,317.1,0.16,1.11,36.84,0.33,1.53,1.79,0.56,2023-02-10 12:00:00,10,2,2023,February,12
18277,317.1,0.13,0.81,37.19,0.26,1.43,1.74,0.49,2023-02-10 13:00:00,10,2,2023,February,13
18278,323.77,0.13,0.78,36.48,0.23,1.45,1.84,0.44,2023-02-10 14:00:00,10,2,2023,February,14
18279,323.77,0.15,0.8,35.41,0.21,1.44,1.92,0.43,2023-02-10 15:00:00,10,2,2023,February,15
18280,323.77,0.17,0.89,34.33,0.2,1.46,2.01,0.43,2023-02-10 16:00:00,10,2,2023,February,16
18281,327.11,0.2,1.14,33.26,0.2,1.52,2.13,0.44,2023-02-10 17:00:00,10,2,2023,February,17
18282,323.77,0.16,1.39,30.4,0.2,1.56,2.22,0.46,2023-02-10 18:00:00,10,2,2023,February,18
18283,377.18,0.42,8.83,13.05,0.59,2.24,3.1,0.98,2023-02-10 19:00:00,10,2,2023,February,19
18284,433.92,2.65,12.51,1.26,0.92,3.19,4.36,1.46,2023-02-10 20:00:00,10,2,2023,February,20
18285,453.95,6.15,10.2,0.09,0.95,3.82,5.23,1.58,2023-02-10 21:00:00,10,2,2023,February,21
18286,447.27,8.16,8.05,0.04,0.92,4.2,5.8,1.38,2023-02-10 22:00:00,10,2,2023,February,22
18287,440.6,9.95,6.51,0.02,0.86,4.53,6.25,1.23,2023-02-10 23:00:00,10,2,2023,February,23
18288,433.92,10.62,5.48,0.02,0.67,4.7,6.44,1.17,2023-02-11 00:00:00,11,2,2023,February,0
18289,403.88,9.05,4.63,0.02,0.47,4.52,6.2,1.2,2023-02-11 01:00:00,11,2,2023,February,1
18290,363.83,6.98,3.73,0.03,0.37,4.22,5.82,1.16,2023-02-11 02:00:00,11,2,2023,February,2
18291,330.45,5.2,3.08,0.05,0.33,3.96,5.46,1.08,2023-02-11 03:00:00,11,2,2023,February,3
18292,303.75,3.86,2.63,0.06,0.31,3.78,5.19,1.06,2023-02-11 04:00:00,11,2,2023,February,4
18293,283.72,3.16,2.36,0.08,0.31,3.65,5.0,1.08,2023-02-11 05:00:00,11,2,2023,February,5
18294,270.37,2.93,2.16,0.09,0.31,3.54,4.83,1.17,2023-02-11 06:00:00,11,2,2023,February,6
18295,280.38,4.81,2.18,0.15,0.47,3.62,4.99,1.17,2023-02-11 07:00:00,11,2,2023,February,7
18296,330.45,10.17,2.91,1.3,0.64,3.95,5.52,1.12,2023-02-11 08:00:00,11,2,2023,February,8
18297,383.85,12.18,7.2,6.26,0.72,4.37,6.06,1.23,2023-02-11 09:00:00,11,2,2023,February,9
18298,330.45,0.57,3.86,43.27,0.55,3.52,4.9,0.78,2023-02-11 10:00:00,11,2,2023,February,10
18299,327.11,0.19,1.65,49.35,0.45,3.23,4.52,0.62,2023-02-11 11:00:00,11,2,2023,February,11
18300,320.43,0.12,0.95,45.78,0.36,2.73,3.8,0.55,2023-02-11 12:00:00,11,2,2023,February,12
18301,307.08,0.07,0.54,38.27,0.24,2.05,2.83,0.46,2023-02-11 13:00:00,11,2,2023,February,13
18302,297.07,0.05,0.48,35.05,0.19,1.59,2.16,0.42,2023-02-11 14:00:00,11,2,2023,February,14
18303,287.06,0.04,0.45,33.62,0.18,1.27,1.69,0.39,2023-02-11 15:00:00,11,2,2023,February,15
18304,293.73,0.2,1.69,30.76,0.28,1.34,1.73,0.52,2023-02-11 16:00:00,11,2,2023,February,16
18305,317.1,0.54,3.64,32.19,0.42,1.73,2.16,0.73,2023-02-11 17:00:00,11,2,2023,February,17
18306,340.46,0.61,5.57,31.47,0.54,2.15,2.64,0.9,2023-02-11 18:00:00,11,2,2023,February,18
18307,340.46,0.1,6.17,20.74,0.6,2.37,2.91,1.01,2023-02-11 19:00:00,11,2,2023,February,19
18308,323.77,0.01,5.06,13.77,0.58,2.32,2.89,1.06,2023-02-11 20:00:00,11,2,2023,February,20
18309,300.41,0.02,3.94,12.16,0.51,2.21,2.77,1.09,2023-02-11 21:00:00,11,2,2023,February,21
18310,283.72,0.02,2.91,10.91,0.44,2.23,2.75,1.01,2023-02-11 22:00:00,11,2,2023,February,22
18311,273.7,0.04,2.7,9.66,0.39,2.34,2.81,0.84,2023-02-11 23:00:00,11,2,2023,February,23
18312,273.7,0.03,2.55,9.12,0.34,2.6,3.03,0.66,2023-02-12 00:00:00,12,2,2023,February,0
18313,280.38,0.01,2.16,9.48,0.3,3.83,4.2,0.55,2023-02-12 01:00:00,12,2,2023,February,1
18314,290.39,0.01,1.86,9.12,0.29,5.49,5.82,0.52,2023-02-12 02:00:00,12,2,2023,February,2
18315,293.73,0.01,1.65,8.23,0.31,6.25,6.53,0.56,2023-02-12 03:00:00,12,2,2023,February,3
18316,293.73,0.01,1.48,7.87,0.31,6.43,6.66,0.59,2023-02-12 04:00:00,12,2,2023,February,4
18317,293.73,0.01,1.37,8.31,0.28,6.54,6.72,0.49,2023-02-12 05:00:00,12,2,2023,February,5
18318,297.07,0.02,1.33,9.03,0.25,6.36,6.49,0.39,2023-02-12 06:00:00,12,2,2023,February,6
18319,297.07,0.04,1.59,9.75,0.25,5.82,5.93,0.34,2023-02-12 07:00:00,12,2,2023,February,7
18320,300.41,0.14,2.08,10.1,0.26,5.23,5.34,0.35,2023-02-12 08:00:00,12,2,2023,February,8
18321,293.73,0.18,1.67,13.95,0.23,4.47,4.57,0.35,2023-02-12 09:00:00,12,2,2023,February,9
18322,290.39,0.12,0.93,20.21,0.18,2.68,2.75,0.28,2023-02-12 10:00:00,12,2,2023,February,10
18323,290.39,0.11,0.76,23.96,0.18,1.81,1.88,0.29,2023-02-12 11:00:00,12,2,2023,February,11
18324,293.73,0.1,0.64,26.46,0.18,1.34,1.4,0.29,2023-02-12 12:00:00,12,2,2023,February,12
18325,300.41,0.08,0.51,27.89,0.15,0.95,1.0,0.26,2023-02-12 13:00:00,12,2,2023,February,13
18326,307.08,0.09,0.55,28.61,0.15,0.78,0.82,0.26,2023-02-12 14:00:00,12,2,2023,February,14
18327,307.08,0.09,0.59,28.25,0.15,0.67,0.73,0.27,2023-02-12 15:00:00,12,2,2023,February,15
18328,307.08,0.11,0.65,27.18,0.14,0.62,0.67,0.3,2023-02-12 16:00:00,12,2,2023,February,16
18329,307.08,0.13,0.78,26.11,0.14,0.63,0.69,0.33,2023-02-12 17:00:00,12,2,2023,February,17
18330,307.08,0.11,0.91,23.6,0.14,0.72,0.79,0.38,2023-02-12 18:00:00,12,2,2023,February,18
18331,327.11,0.11,3.94,13.77,0.34,1.11,1.27,0.73,2023-02-12 19:00:00,12,2,2023,February,19
18332,347.14,0.32,6.08,5.68,0.55,1.64,1.95,1.09,2023-02-12 20:00:00,12,2,2023,February,20
18333,350.48,0.62,6.17,2.79,0.59,2.01,2.43,1.09,2023-02-12 21:00:00,12,2,2023,February,21
18334,347.14,1.26,5.83,1.31,0.6,2.35,2.89,0.91,2023-02-12 22:00:00,12,2,2023,February,22
18335,347.14,2.68,5.23,0.32,0.6,2.65,3.32,1.0,2023-02-12 23:00:00,12,2,2023,February,23
18336,340.46,3.91,4.41,0.09,0.53,2.77,3.47,1.36,2023-02-13 00:00:00,13,2,2023,February,0
18337,323.77,4.19,3.73,0.04,0.54,2.73,3.45,1.95,2023-02-13 01:00:00,13,2,2023,February,1
18338,307.08,3.97,3.04,0.06,0.5,2.71,3.43,1.85,2023-02-13 02:00:00,13,2,2023,February,2
18339,293.73,3.46,2.83,0.13,0.45,2.79,3.5,1.41,2023-02-13 03:00:00,13,2,2023,February,3
18340,287.06,2.88,2.83,0.14,0.4,2.9,3.58,1.17,2023-02-13 04:00:00,13,2,2023,February,4
18341,280.38,2.57,2.78,0.15,0.37,2.99,3.65,1.11,2023-02-13 05:00:00,13,2,2023,February,5
18342,280.38,2.63,2.78,0.14,0.39,3.09,3.74,1.04,2023-02-13 06:00:00,13,2,2023,February,6
18343,307.08,3.8,3.17,0.8,0.58,3.24,3.92,0.97,2023-02-13 07:00:00,13,2,2023,February,7
18344,357.15,7.04,4.63,5.23,0.72,3.53,4.33,0.82,2023-02-13 08:00:00,13,2,2023,February,8
18345,387.19,5.48,9.34,26.11,0.79,4.0,4.89,0.85,2023-02-13 09:00:00,13,2,2023,February,9
18346,337.12,0.54,2.87,51.5,0.49,2.92,3.27,0.68,2023-02-13 10:00:00,13,2,2023,February,10
18347,327.11,0.21,1.31,52.93,0.4,2.38,2.69,0.58,2023-02-13 11:00:00,13,2,2023,February,11
18348,313.76,0.15,0.85,44.7,0.33,2.07,2.39,0.52,2023-02-13 12:00:00,13,2,2023,February,12
18349,293.73,0.12,0.61,35.05,0.23,1.84,2.13,0.47,2023-02-13 13:00:00,13,2,2023,February,13
18350,283.72,0.11,0.49,31.83,0.17,1.58,1.82,0.42,2023-02-13 14:00:00,13,2,2023,February,14
18351,277.04,0.09,0.4,32.19,0.13,1.35,1.54,0.4,2023-02-13 15:00:00,13,2,2023,February,15
18352,300.41,0.54,2.51,36.12,0.29,1.56,1.79,0.61,2023-02-13 16:00:00,13,2,2023,February,16
18353,347.14,1.03,6.17,45.42,0.52,2.18,2.5,0.89,2023-02-13 17:00:00,13,2,2023,February,17
18354,397.21,1.01,10.54,42.2,0.69,2.82,3.25,1.12,2023-02-13 18:00:00,13,2,2023,February,18
18355,417.23,0.15,12.51,22.17,0.84,3.19,3.74,1.3,2023-02-13 19:00:00,13,2,2023,February,19
18356,400.54,0.13,10.97,8.31,0.89,3.23,3.92,1.36,2023-02-13 20:00:00,13,2,2023,February,20
18357,373.84,0.42,9.08,3.49,0.86,3.17,3.94,1.3,2023-02-13 21:00:00,13,2,2023,February,21
18358,353.81,1.27,7.54,1.52,0.82,3.17,4.04,1.14,2023-02-13 22:00:00,13,2,2023,February,22
18359,347.14,2.99,6.34,0.44,0.75,3.28,4.22,1.0,2023-02-13 23:00:00,13,2,2023,February,23
18360,340.46,4.41,5.4,0.17,0.57,3.3,4.23,0.95,2023-02-14 00:00:00,14,2,2023,February,0
18361,327.11,4.58,4.67,0.11,0.44,3.24,4.13,1.0,2023-02-14 01:00:00,14,2,2023,February,1
18362,300.41,3.52,4.11,0.23,0.37,3.1,3.93,0.91,2023-02-14 02:00:00,14,2,2023,February,2
18363,273.7,1.96,3.9,0.64,0.34,2.94,3.74,0.82,2023-02-14 03:00:00,14,2,2023,February,3
18364,253.68,0.78,3.56,1.17,0.31,2.8,3.56,0.81,2023-02-14 04:00:00,14,2,2023,February,4
18365,240.33,0.49,3.13,1.31,0.3,2.73,3.47,0.89,2023-02-14 05:00:00,14,2,2023,February,5
18366,236.99,0.87,3.08,0.85,0.32,2.77,3.5,1.01,2023-02-14 06:00:00,14,2,2023,February,6
18367,257.02,2.18,3.77,0.72,0.51,2.92,3.6,1.12,2023-02-14 07:00:00,14,2,2023,February,7
18368,297.07,6.37,4.07,3.4,0.65,3.23,4.0,1.11,2023-02-14 08:00:00,14,2,2023,February,8
18369,310.42,6.03,6.77,15.38,0.66,3.38,4.17,1.23,2023-02-14 09:00:00,14,2,2023,February,9
18370,273.7,0.35,1.59,38.27,0.31,2.6,2.95,0.78,2023-02-14 10:00:00,14,2,2023,February,10
18371,273.7,0.15,0.91,42.92,0.26,2.48,2.79,0.66,2023-02-14 11:00:00,14,2,2023,February,11
18372,273.7,0.12,0.85,45.42,0.28,2.44,2.75,0.63,2023-02-14 12:00:00,14,2,2023,February,12
18373,273.7,0.1,0.78,45.06,0.28,2.24,2.52,0.58,2023-02-14 13:00:00,14,2,2023,February,13
18374,267.03,0.09,0.77,42.56,0.26,1.94,2.18,0.52,2023-02-14 14:00:00,14,2,2023,February,14
18375,257.02,0.09,0.72,36.48,0.23,1.51,1.71,0.47,2023-02-14 15:00:00,14,2,2023,February,15
18376,253.68,0.12,1.0,31.47,0.22,1.27,1.45,0.47,2023-02-14 16:00:00,14,2,2023,February,16
18377,260.35,0.22,1.91,31.47,0.29,1.33,1.53,0.55,2023-02-14 17:00:00,14,2,2023,February,17
18378,270.37,0.21,3.21,31.47,0.36,1.44,1.66,0.64,2023-02-14 18:00:00,14,2,2023,February,18
18379,287.06,0.04,6.17,23.96,0.55,1.68,1.99,0.9,2023-02-14 19:00:00,14,2,2023,February,19
18380,303.75,0.01,8.31,14.66,0.72,2.01,2.45,1.11,2023-02-14 20:00:00,14,2,2023,February,20
18381,300.41,0.03,8.05,9.48,0.72,2.2,2.72,1.0,2023-02-14 21:00:00,14,2,2023,February,21
18382,283.72,0.06,6.17,6.88,0.66,2.21,2.74,0.78,2023-02-14 22:00:00,14,2,2023,February,22
18383,270.37,0.09,4.71,5.9,0.57,2.1,2.57,0.62,2023-02-14 23:00:00,14,2,2023,February,23
18384,263.69,0.06,3.86,5.99,0.45,2.02,2.39,0.51,2023-02-15 00:00:00,15,2,2023,February,0
18385,257.02,0.02,3.04,6.71,0.36,2.11,2.37,0.46,2023-02-15 01:00:00,15,2,2023,February,1
18386,260.35,0.01,2.46,7.33,0.31,2.5,2.68,0.44,2023-02-15 02:00:00,15,2,2023,February,2
18387,267.03,0.01,2.1,7.69,0.28,2.96,3.11,0.43,2023-02-15 03:00:00,15,2,2023,February,3
18388,267.03,0.01,1.95,6.71,0.27,3.22,3.37,0.47,2023-02-15 04:00:00,15,2,2023,February,4
18389,267.03,0.04,2.18,5.01,0.31,3.37,3.55,0.68,2023-02-15 05:00:00,15,2,2023,February,5
18390,273.7,0.17,3.17,3.49,0.45,3.56,3.79,1.11,2023-02-15 06:00:00,15,2,2023,February,6
18391,303.75,1.61,5.57,1.21,0.8,4.07,4.43,1.52,2023-02-15 07:00:00,15,2,2023,February,7
18392,363.83,6.15,7.03,0.3,0.94,4.69,5.19,1.14,2023-02-15 08:00:00,15,2,2023,February,8
18393,403.88,9.16,8.4,0.73,0.92,5.02,5.57,0.8,2023-02-15 09:00:00,15,2,2023,February,9
18394,320.43,0.23,3.51,11.09,0.32,2.44,2.58,0.54,2023-02-15 10:00:00,15,2,2023,February,10
18395,320.43,0.12,2.31,14.31,0.28,1.79,1.9,0.5,2023-02-15 11:00:00,15,2,2023,February,11
18396,320.43,0.11,2.06,16.81,0.29,1.6,1.7,0.5,2023-02-15 12:00:00,15,2,2023,February,12
18397,320.43,0.13,1.74,20.56,0.27,1.43,1.53,0.47,2023-02-15 13:00:00,15,2,2023,February,13
18398,320.43,0.14,1.52,26.11,0.28,1.4,1.49,0.46,2023-02-15 14:00:00,15,2,2023,February,14
18399,320.43,0.13,1.31,28.61,0.29,1.46,1.54,0.43,2023-02-15 15:00:00,15,2,2023,February,15
18400,313.76,0.11,1.31,27.54,0.26,1.32,1.4,0.4,2023-02-15 16:00:00,15,2,2023,February,16
18401,310.42,0.08,1.95,25.39,0.26,1.16,1.24,0.42,2023-02-15 17:00:00,15,2,2023,February,17
18402,307.08,0.03,2.68,22.89,0.26,1.07,1.16,0.48,2023-02-15 18:00:00,15,2,2023,February,18
18403,320.43,0.01,5.36,16.81,0.42,1.25,1.42,0.77,2023-02-15 19:00:00,15,2,2023,February,19
18404,330.45,0.04,7.11,10.46,0.54,1.5,1.78,0.97,2023-02-15 20:00:00,15,2,2023,February,20
18405,317.1,0.07,6.08,7.06,0.49,1.53,1.87,0.89,2023-02-15 21:00:00,15,2,2023,February,21
18406,310.42,0.16,5.4,4.78,0.49,1.57,1.97,0.73,2023-02-15 22:00:00,15,2,2023,February,22
18407,310.42,0.39,5.48,2.75,0.48,1.7,2.16,0.63,2023-02-15 23:00:00,15,2,2023,February,23
18408,307.08,0.55,5.14,1.5,0.4,1.75,2.2,0.58,2023-02-16 00:00:00,16,2,2023,February,0
18409,290.39,0.35,3.86,1.21,0.3,1.61,1.98,0.55,2023-02-16 01:00:00,16,2,2023,February,1
18410,273.7,0.13,2.63,1.43,0.26,1.47,1.75,0.53,2023-02-16 02:00:00,16,2,2023,February,2
18411,267.03,0.05,1.93,2.03,0.26,1.44,1.67,0.5,2023-02-16 03:00:00,16,2,2023,February,3
18412,270.37,0.03,1.5,3.08,0.29,1.46,1.62,0.63,2023-02-16 04:00:00,16,2,2023,February,4
18413,270.37,0.06,1.63,2.86,0.35,1.52,1.69,1.06,2023-02-16 05:00:00,16,2,2023,February,5
18414,273.7,0.23,2.44,2.28,0.49,1.67,1.87,1.68,2023-02-16 06:00:00,16,2,2023,February,6
18415,303.75,1.93,4.71,1.26,0.88,2.1,2.4,2.25,2023-02-16 07:00:00,16,2,2023,February,7
18416,357.15,5.09,6.85,7.6,1.03,2.6,3.02,1.88,2023-02-16 08:00:00,16,2,2023,February,8
18417,360.49,2.6,8.05,37.19,0.8,2.94,3.35,1.12,2023-02-16 09:00:00,16,2,2023,February,9
18418,330.45,0.22,1.91,28.25,0.27,1.76,1.89,0.66,2023-02-16 10:00:00,16,2,2023,February,10
18419,330.45,0.17,1.2,30.76,0.23,1.55,1.66,0.63,2023-02-16 11:00:00,16,2,2023,February,11
18420,330.45,0.14,0.91,37.55,0.23,1.49,1.61,0.64,2023-02-16 12:00:00,16,2,2023,February,12
18421,323.77,0.1,0.62,35.41,0.15,1.26,1.34,0.5,2023-02-16 13:00:00,16,2,2023,February,13
18422,320.43,0.1,0.74,32.54,0.13,1.16,1.23,0.43,2023-02-16 14:00:00,16,2,2023,February,14
18423,320.43,0.1,1.04,30.76,0.16,1.11,1.18,0.44,2023-02-16 15:00:00,16,2,2023,February,15
18424,320.43,0.13,1.33,29.68,0.18,1.09,1.16,0.47,2023-02-16 16:00:00,16,2,2023,February,16
18425,323.77,0.21,1.65,31.47,0.21,1.12,1.2,0.52,2023-02-16 17:00:00,16,2,2023,February,17
18426,327.11,0.2,2.1,32.54,0.23,1.16,1.25,0.57,2023-02-16 18:00:00,16,2,2023,February,18
18427,360.49,0.06,6.94,23.96,0.5,1.57,1.78,0.88,2023-02-16 19:00:00,16,2,2023,February,19
18428,397.21,0.07,10.88,12.52,0.76,2.14,2.51,1.11,2023-02-16 20:00:00,16,2,2023,February,20
18429,400.54,0.18,10.45,6.97,0.77,2.36,2.86,0.97,2023-02-16 21:00:00,16,2,2023,February,21
18430,377.18,0.32,8.31,4.52,0.71,2.28,2.85,0.74,2023-02-16 22:00:00,16,2,2023,February,22
18431,353.81,0.64,6.94,2.46,0.61,2.16,2.78,0.63,2023-02-16 23:00:00,16,2,2023,February,23
18432,337.12,0.94,6.08,1.2,0.45,2.01,2.6,0.57,2023-02-17 00:00:00,17,2,2023,February,0
18433,317.1,0.91,4.93,0.66,0.35,1.82,2.37,0.62,2023-02-17 01:00:00,17,2,2023,February,1
